epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,11178.7,0.55084,0.32305,0.96078,0.99728,0.99063,0.99429,0.98808,0.17337,0.1374,0.76147,0.003697,0.003697,0.003697
193,11236.6,0.54979,0.32734,0.96167,0.98607,0.99498,0.99405,0.98853,0.16859,0.13552,0.76102,0.003664,0.003664,0.003664
194,11295,0.54539,0.31873,0.95318,0.98835,0.99379,0.99411,0.98854,0.16873,0.13317,0.7599,0.003631,0.003631,0.003631
195,11353.2,0.53691,0.31608,0.95224,0.99326,0.99063,0.99411,0.98929,0.16609,0.133,0.7609,0.003598,0.003598,0.003598
196,11411.4,0.54047,0.3174,0.95225,0.99128,0.99063,0.99419,0.98994,0.16722,0.13326,0.75984,0.003565,0.003565,0.003565
197,11469.5,0.54416,0.31914,0.95604,0.99386,0.99063,0.99426,0.98909,0.16722,0.13196,0.75973,0.003532,0.003532,0.003532
198,11527.7,0.54394,0.31835,0.95514,0.99062,0.98948,0.99409,0.98862,0.16369,0.13335,0.76076,0.003499,0.003499,0.003499
199,11585.8,0.5425,0.31706,0.95713,0.99049,0.99063,0.99422,0.9894,0.16315,0.13055,0.76176,0.003466,0.003466,0.003466
200,11644,0.53323,0.49249,0.94629,0.99451,0.99297,0.99422,0.98841,0.16334,0.12774,0.76111,0.003433,0.003433,0.003433
201,11702.2,0.55027,0.31603,0.95905,0.99037,0.99532,0.99437,0.98895,0.16202,0.12667,0.75964,0.0034,0.0034,0.0034
202,11760.2,0.53549,0.3166,0.96183,0.98993,0.99532,0.99447,0.98974,0.16378,0.13013,0.76111,0.003367,0.003367,0.003367
203,11818.5,0.52929,0.30826,0.95351,0.99359,0.99063,0.99439,0.98927,0.16218,0.12888,0.7599,0.003334,0.003334,0.003334
204,11876.7,0.56743,0.34574,0.98604,0.99297,0.99194,0.99433,0.99031,0.16175,0.12777,0.75952,0.003301,0.003301,0.003301
205,11934.8,0.52627,0.30604,0.95414,0.98974,0.99063,0.99412,0.98869,0.16233,0.12738,0.75973,0.003268,0.003268,0.003268
206,11992.8,0.52654,0.30735,0.9498,0.99215,0.99297,0.99423,0.98928,0.16081,0.13088,0.75887,0.003235,0.003235,0.003235
207,12051.1,0.52958,0.30955,0.95386,0.99066,0.99402,0.99452,0.99053,0.1585,0.13104,0.75831,0.003202,0.003202,0.003202
208,12109.5,0.53639,0.32248,0.95659,0.98835,0.99298,0.99469,0.99083,0.15759,0.12957,0.75825,0.003169,0.003169,0.003169
209,12167.4,0.53981,0.31981,0.95399,0.98872,0.99063,0.99452,0.9892,0.15965,0.13074,0.75859,0.003136,0.003136,0.003136
210,12225.7,0.53228,0.3071,0.94917,0.99111,0.99063,0.99454,0.99011,0.1594,0.13245,0.75897,0.003103,0.003103,0.003103
211,12284.1,0.51345,0.30327,0.94729,0.98894,0.99063,0.99438,0.98954,0.15935,0.13211,0.75882,0.00307,0.00307,0.00307
212,12342.4,0.5422,0.31288,0.95659,0.98148,0.99282,0.99421,0.98916,0.15989,0.13293,0.75933,0.003037,0.003037,0.003037
213,12400.5,0.52497,0.30378,0.95615,0.98586,0.99297,0.99447,0.98837,0.16307,0.13391,0.75987,0.003004,0.003004,0.003004
214,12458.4,0.5189,0.30211,0.9493,0.98805,0.99297,0.99445,0.98876,0.16145,0.13007,0.75942,0.002971,0.002971,0.002971
215,12516.7,0.51939,0.29977,0.94696,0.98713,0.99063,0.99437,0.98832,0.16221,0.12822,0.75987,0.002938,0.002938,0.002938
216,12574.9,0.52188,0.30698,0.94786,0.98372,0.99075,0.99427,0.9881,0.16068,0.12781,0.75878,0.002905,0.002905,0.002905
217,12633.2,0.5146,0.31338,0.944,0.98231,0.99532,0.99384,0.9877,0.15978,0.12782,0.75782,0.002872,0.002872,0.002872
218,12691.1,0.522,0.30341,0.94556,0.98465,0.99532,0.99369,0.98768,0.15945,0.12544,0.75773,0.002839,0.002839,0.002839
219,12749.3,0.51663,0.30302,0.94842,0.99025,0.99297,0.99385,0.98823,0.1575,0.12495,0.75712,0.002806,0.002806,0.002806
220,12807.4,0.51534,0.3028,0.94888,0.98965,0.99297,0.99398,0.98839,0.15832,0.12378,0.75624,0.002773,0.002773,0.002773
221,12865.6,0.51137,0.31496,0.94503,0.99066,0.99532,0.99381,0.98854,0.15761,0.12414,0.75655,0.00274,0.00274,0.00274
222,12923.7,0.51517,0.29968,0.94606,0.99297,0.99285,0.99339,0.98828,0.15861,0.12359,0.75701,0.002707,0.002707,0.002707
223,12981.8,0.51079,0.2993,0.94734,0.99531,0.99463,0.99341,0.98813,0.15782,0.12463,0.75749,0.002674,0.002674,0.002674
224,13040.1,0.51697,0.30334,0.9482,0.99529,0.98973,0.99371,0.98836,0.15531,0.12605,0.75724,0.002641,0.002641,0.002641
225,13098.2,0.51312,0.29876,0.95399,0.98585,0.99532,0.99363,0.98822,0.15422,0.124,0.75698,0.002608,0.002608,0.002608
226,13156.4,0.51707,0.29973,0.94472,0.99067,0.99506,0.99402,0.98894,0.15451,0.12591,0.75629,0.002575,0.002575,0.002575
227,13214.5,0.50361,0.29202,0.94124,0.99298,0.9942,0.99409,0.98935,0.15358,0.12645,0.75597,0.002542,0.002542,0.002542
228,13272.8,0.51392,0.2941,0.94815,0.99284,0.99532,0.99358,0.98821,0.15388,0.12425,0.75627,0.002509,0.002509,0.002509
229,13331.4,0.51194,0.29939,0.94205,0.99348,0.99532,0.99323,0.98834,0.15198,0.12482,0.7557,0.002476,0.002476,0.002476
230,13389.4,0.51301,0.29886,0.94553,0.99457,0.99297,0.9937,0.98903,0.15172,0.1256,0.75561,0.002443,0.002443,0.002443
231,13447.8,0.49978,0.29198,0.93923,0.99296,0.99059,0.99387,0.98915,0.15151,0.12562,0.75564,0.00241,0.00241,0.00241
232,13506.1,0.51178,0.30079,0.94716,0.99351,0.99297,0.99373,0.98894,0.15173,0.12386,0.75566,0.002377,0.002377,0.002377
233,13564.6,0.51433,0.29697,0.94374,0.99163,0.99297,0.99363,0.98884,0.1521,0.12464,0.75566,0.002344,0.002344,0.002344
234,13622.6,0.51205,0.29687,0.94222,0.98579,0.99766,0.99352,0.98942,0.15143,0.12326,0.75556,0.002311,0.002311,0.002311
235,13680.9,0.50967,0.29173,0.94157,0.98983,0.99297,0.99351,0.98956,0.15225,0.12325,0.75603,0.002278,0.002278,0.002278
236,13739.1,0.50729,0.29119,0.94019,0.99008,0.99297,0.99343,0.9895,0.1523,0.12306,0.75602,0.002245,0.002245,0.002245
237,13797.6,0.49426,0.28805,0.93881,0.99232,0.99297,0.99348,0.98901,0.15204,0.12301,0.75596,0.002212,0.002212,0.002212
238,13855.7,0.50666,0.29483,0.93964,0.99364,0.99297,0.99326,0.98891,0.15043,0.12117,0.75519,0.002179,0.002179,0.002179
239,13913.7,0.51009,0.29327,0.9428,0.99416,0.99297,0.99324,0.98838,0.15143,0.12293,0.75546,0.002146,0.002146,0.002146
240,13971.8,0.51812,0.29583,0.95058,0.994,0.99297,0.99322,0.98923,0.15065,0.12481,0.75515,0.002113,0.002113,0.002113
241,14030,0.50471,0.28742,0.94252,0.99273,0.99297,0.99313,0.98909,0.15042,0.12243,0.755,0.00208,0.00208,0.00208
242,14088.2,0.49792,0.29087,0.94275,0.99341,0.99063,0.99318,0.98878,0.15028,0.12081,0.75481,0.002047,0.002047,0.002047
243,14146.1,0.48454,0.28319,0.9365,0.99424,0.99063,0.99307,0.98848,0.15041,0.12002,0.75506,0.002014,0.002014,0.002014
244,14204.2,0.48847,0.28339,0.93058,0.99286,0.99297,0.99307,0.9888,0.15141,0.1196,0.75518,0.001981,0.001981,0.001981
245,14262.5,0.49654,0.28694,0.93668,0.99454,0.99297,0.99311,0.9883,0.15054,0.11964,0.75507,0.001948,0.001948,0.001948
246,14320.7,0.49842,0.28784,0.93196,0.99443,0.99297,0.99307,0.98867,0.15047,0.12013,0.75491,0.001915,0.001915,0.001915
247,14378.8,0.48708,0.28667,0.93436,0.9946,0.99297,0.99323,0.98885,0.15024,0.12094,0.75456,0.001882,0.001882,0.001882
248,14437.2,0.4902,0.28343,0.93284,0.99445,0.99297,0.99324,0.98917,0.14991,0.11994,0.75452,0.001849,0.001849,0.001849
249,14495.5,0.47045,0.27741,0.92715,0.99418,0.99297,0.99319,0.98888,0.14923,0.11919,0.7542,0.001816,0.001816,0.001816
250,14553.7,0.48086,0.27986,0.92786,0.99389,0.99297,0.99313,0.98881,0.14808,0.11816,0.75363,0.001783,0.001783,0.001783
251,14612,0.49147,0.28165,0.93286,0.99323,0.99063,0.99309,0.98885,0.1472,0.11877,0.75347,0.00175,0.00175,0.00175
252,14670.2,0.48492,0.29874,0.92946,0.99371,0.99063,0.99301,0.98868,0.14712,0.11945,0.7536,0.001717,0.001717,0.001717
253,14728.5,0.47823,0.27507,0.92706,0.99405,0.99063,0.99297,0.98864,0.14723,0.11864,0.75417,0.001684,0.001684,0.001684
254,14786.7,0.48635,0.28453,0.92941,0.99394,0.99063,0.99304,0.9891,0.14715,0.11843,0.75418,0.001651,0.001651,0.001651
255,14844.8,0.48626,0.28098,0.93213,0.99528,0.9882,0.99284,0.98923,0.148,0.12049,0.75454,0.001618,0.001618,0.001618
256,14903.2,0.48519,0.28031,0.93356,0.9948,0.99063,0.99289,0.98879,0.14811,0.12036,0.7547,0.001585,0.001585,0.001585
257,14961.4,0.48718,0.28346,0.93305,0.99492,0.99063,0.99291,0.98868,0.14791,0.12087,0.75477,0.001552,0.001552,0.001552
258,15019.6,0.48234,0.27765,0.92663,0.99324,0.98829,0.99293,0.98863,0.14747,0.12181,0.75481,0.001519,0.001519,0.001519
259,15077.6,0.47779,0.27394,0.92674,0.99305,0.98829,0.99297,0.98895,0.14663,0.12105,0.75454,0.001486,0.001486,0.001486
260,15136,0.47262,0.27276,0.9294,0.99116,0.99297,0.99298,0.98894,0.14587,0.11957,0.7542,0.001453,0.001453,0.001453
261,15194.5,0.49635,0.28323,0.9293,0.99297,0.99264,0.99296,0.98894,0.14581,0.12029,0.75438,0.00142,0.00142,0.00142
262,15252.9,0.48113,0.27782,0.92881,0.9953,0.99137,0.99309,0.9895,0.14522,0.11889,0.75447,0.001387,0.001387,0.001387
263,15311.2,0.46686,0.26995,0.92578,0.99518,0.99297,0.99317,0.98945,0.1453,0.11819,0.75449,0.001354,0.001354,0.001354
264,15369.3,0.48059,0.27617,0.92727,0.99353,0.99297,0.99319,0.9895,0.14491,0.11755,0.75434,0.001321,0.001321,0.001321
265,15427.6,0.46356,0.26879,0.92086,0.99289,0.99297,0.99316,0.98949,0.14504,0.11871,0.75465,0.001288,0.001288,0.001288
266,15485.8,0.47156,0.28433,0.93098,0.9928,0.99297,0.99333,0.98966,0.14577,0.11692,0.75495,0.001255,0.001255,0.001255
267,15544.2,0.48397,0.27789,0.92984,0.9945,0.99297,0.99335,0.98973,0.14466,0.11488,0.75475,0.001222,0.001222,0.001222
268,15602.2,0.47021,0.2749,0.923,0.99438,0.99297,0.99344,0.98989,0.14473,0.11471,0.75464,0.001189,0.001189,0.001189
269,15660.6,0.47943,0.27584,0.92921,0.99444,0.99297,0.99345,0.98985,0.14456,0.11529,0.75456,0.001156,0.001156,0.001156
270,15718.8,0.4635,0.26832,0.91876,0.99442,0.99297,0.99353,0.99036,0.14445,0.11567,0.75406,0.001123,0.001123,0.001123
271,15776.8,0.46528,0.26752,0.92523,0.9945,0.99297,0.99361,0.98989,0.14441,0.11451,0.75385,0.00109,0.00109,0.00109
272,15835.1,0.47077,0.27069,0.92161,0.99458,0.99297,0.99363,0.98975,0.14415,0.11503,0.7537,0.001057,0.001057,0.001057
273,15893.6,0.46459,0.26874,0.92218,0.99458,0.99297,0.99356,0.98994,0.1438,0.11545,0.75389,0.001024,0.001024,0.001024
274,15951.9,0.46088,0.2684,0.92487,0.99459,0.99297,0.99356,0.98981,0.14333,0.11444,0.75397,0.000991,0.000991,0.000991
275,16010,0.46146,0.34342,0.91574,0.99475,0.99297,0.99362,0.98974,0.14286,0.11504,0.75388,0.000958,0.000958,0.000958
276,16068.1,0.45878,0.26615,0.92127,0.99475,0.99297,0.99359,0.99038,0.14306,0.11482,0.75392,0.000925,0.000925,0.000925
277,16126.4,0.45592,0.26595,0.91819,0.9947,0.99297,0.99356,0.99039,0.14312,0.11485,0.75396,0.000892,0.000892,0.000892
278,16184.6,0.4532,0.26484,0.9237,0.99473,0.99297,0.99362,0.99033,0.14357,0.11473,0.75382,0.000859,0.000859,0.000859
279,16242.8,0.46519,0.26886,0.92337,0.99476,0.99297,0.99362,0.99001,0.14338,0.11494,0.75364,0.000826,0.000826,0.000826
280,16300.9,0.45889,0.28474,0.91769,0.99481,0.99297,0.99362,0.99036,0.14362,0.11536,0.75373,0.000793,0.000793,0.000793
281,16359.1,0.46363,0.2644,0.92189,0.9936,0.99297,0.99359,0.99048,0.14416,0.11599,0.75373,0.00076,0.00076,0.00076
282,16417.3,0.45332,0.26588,0.92586,0.9938,0.99297,0.9936,0.99049,0.14452,0.11525,0.75375,0.000727,0.000727,0.000727
283,16475.9,0.45433,0.25958,0.92051,0.99394,0.99297,0.99364,0.99056,0.1449,0.11655,0.7537,0.000694,0.000694,0.000694
284,16533.8,0.4565,0.26158,0.92017,0.99395,0.99297,0.9936,0.98994,0.14513,0.11671,0.75396,0.000661,0.000661,0.000661
285,16592.2,0.44639,0.26095,0.91762,0.9938,0.99297,0.99367,0.98999,0.14469,0.1161,0.75393,0.000628,0.000628,0.000628
286,16650.3,0.45635,0.26734,0.92023,0.99483,0.99297,0.99362,0.98988,0.1441,0.11536,0.75394,0.000595,0.000595,0.000595
287,16708.6,0.45094,0.26187,0.92007,0.99485,0.99297,0.99364,0.98989,0.14418,0.11614,0.75404,0.000562,0.000562,0.000562
288,16766.8,0.4604,0.25874,0.91964,0.99486,0.99297,0.99367,0.98993,0.14445,0.11603,0.75412,0.000529,0.000529,0.000529
289,16824.8,0.44333,0.25738,0.91397,0.99488,0.99297,0.99366,0.98946,0.14462,0.11687,0.75422,0.000496,0.000496,0.000496
290,16883.1,0.46296,0.33534,0.91889,0.99488,0.99297,0.99369,0.98997,0.14456,0.11682,0.75418,0.000463,0.000463,0.000463
291,16978.8,0.37183,0.20551,0.85801,0.99486,0.99297,0.99366,0.99013,0.1449,0.11731,0.75427,0.00043,0.00043,0.00043
292,17036.4,0.3634,0.19056,0.85776,0.99484,0.99297,0.99368,0.99001,0.14498,0.1161,0.75447,0.000397,0.000397,0.000397
293,17094.1,0.35362,0.18273,0.85084,0.99483,0.99297,0.99371,0.98982,0.1453,0.11752,0.75459,0.000364,0.000364,0.000364
294,17151.7,0.37455,0.20304,0.87385,0.99483,0.99297,0.99376,0.9898,0.14514,0.11713,0.75464,0.000331,0.000331,0.000331
295,17209.3,0.35185,0.19972,0.85457,0.99483,0.99297,0.99379,0.98992,0.14458,0.11763,0.75465,0.000298,0.000298,0.000298
296,17266.7,0.36267,0.18767,0.85094,0.99485,0.99297,0.99378,0.99005,0.14499,0.11772,0.75465,0.000265,0.000265,0.000265
297,17324.3,0.35911,0.18812,0.85236,0.99485,0.99297,0.99383,0.9901,0.14512,0.11769,0.75474,0.000232,0.000232,0.000232
298,17382,0.35134,0.1833,0.85382,0.9948,0.99297,0.99383,0.98998,0.14484,0.11865,0.75481,0.000199,0.000199,0.000199
299,17439.6,0.35188,0.18263,0.84655,0.99477,0.99297,0.99386,0.98995,0.14457,0.11797,0.75478,0.000166,0.000166,0.000166
300,17497.1,0.35223,0.18251,0.84915,0.99474,0.99297,0.99389,0.98987,0.14434,0.11766,0.75463,0.000133,0.000133,0.000133
